,open,high,low,close,volume,value
2022-12-28 09:00:00,21324000.0,21396000.0,21010000.0,21061000.0,3151.28076106,66752520284.17612
2022-12-29 09:00:00,21061000.0,21295000.0,20908000.0,21201000.0,2464.45782163,51975879184.91669
2022-12-30 09:00:00,21201000.0,21232000.0,20700000.0,21070000.0,2699.07221598,56577073269.74001
2022-12-31 09:00:00,21086000.0,21249000.0,20966000.0,21079000.0,2960.90009546,62530539957.20474
2023-01-01 09:00:00,21079000.0,21171000.0,21002000.0,21123000.0,1486.46755344,31357935910.19095
2023-01-02 09:00:00,21128000.0,21400000.0,21047000.0,21215000.0,2578.84453056,54848830815.83244
2023-01-03 09:00:00,21209000.0,21451000.0,21178000.0,21351000.0,2097.6153058,44770082696.67454
2023-01-04 09:00:00,21351000.0,21732000.0,21341000.0,21588000.0,2479.24818185,53380293695.68614
2023-01-05 09:00:00,21589000.0,21641000.0,21404000.0,21575000.0,3563.01023528,76705645075.08919
2023-01-06 09:00:00,21575000.0,21593000.0,21280000.0,21517000.0,3285.37671627,70377645236.41975
2023-01-07 09:00:00,21517000.0,21585000.0,21467000.0,21539000.0,1254.83333687,27012968306.16817
2023-01-08 09:00:00,21539000.0,21760000.0,21498000.0,21704000.0,1541.66935544,33262049871.32534
2023-01-09 09:00:00,21704000.0,21844000.0,21628000.0,21655000.0,3454.03347779,75081619993.3402
2023-01-10 09:00:00,21655000.0,21960000.0,21558000.0,21916000.0,2628.4345643,57169463342.88351
2023-01-11 09:00:00,21916000.0,22501000.0,21871000.0,22485000.0,3066.63549183,67549706544.62822
2023-01-12 09:00:00,22475000.0,23900000.0,22415000.0,23552000.0,7650.90163135,175962676010.68182
2023-01-13 09:00:00,23546000.0,24902000.0,23378000.0,24802000.0,6444.40501392,154690557690.01593
2023-01-14 09:00:00,24802000.0,26201000.0,24766000.0,25881000.0,14303.12399754,368030866312.4087
2023-01-15 09:00:00,25873000.0,25990000.0,25447000.0,25836000.0,4769.18417993,122545469551.98186
2023-01-16 09:00:00,25857000.0,26585000.0,25600000.0,26368000.0,5477.23271265,142897849280.86865
2023-01-17 09:00:00,26327000.0,26662000.0,25989000.0,26255000.0,3964.85483208,104329154969.41342
2023-01-18 09:00:00,26255000.0,26795000.0,25502000.0,25718000.0,8246.64292241,216709523822.4465
2023-01-19 09:00:00,25701000.0,26299000.0,25690000.0,26205000.0,3265.22551081,84733146461.64787
2023-01-20 09:00:00,26208000.0,28105000.0,26101000.0,28026000.0,6019.1130748,161784217903.01144
2023-01-21 09:00:00,28025000.0,29000000.0,27721000.0,28333000.0,7165.77976055,203651446324.33414
2023-01-22 09:00:00,28333000.0,28706000.0,27937000.0,28390000.0,4350.78921131,123705472192.06595
2023-01-23 09:00:00,28400000.0,28890000.0,28220000.0,28609000.0,4463.87685569,127364057503.29642
2023-01-24 09:00:00,28600000.0,28951000.0,28014000.0,28351000.0,6049.39200584,173224437135.9321
2023-01-25 09:00:00,28363000.0,29524000.0,28001000.0,28736000.0,6714.84384155,191320076067.30643
2023-01-26 09:00:00,28736000.0,29081000.0,28692000.0,28930000.0,4523.70646705,130733316295.9879
2023-01-27 09:00:00,28930000.0,29336000.0,28456000.0,28950000.0,4064.65143245,117147910142.96384
2023-01-28 09:00:00,28950000.0,29118000.0,28800000.0,29063000.0,2868.91809477,83196227169.22878
2023-01-29 09:00:00,29064000.0,29922000.0,28984000.0,29670000.0,4907.89247424,144401510689.786
2023-01-30 09:00:00,29657000.0,29777000.0,28323000.0,28706000.0,6952.22920216,202515024393.82462
2023-01-31 09:00:00,28724000.0,29225000.0,28430000.0,29064000.0,4605.2685438,132598526668.83475
2023-02-01 09:00:00,29052000.0,29740000.0,28626000.0,29620000.0,5637.91674767,164241675658.55304
2023-02-02 09:00:00,29599000.0,30285000.0,29530000.0,29600000.0,6298.03336104,187940614654.00766
2023-02-03 09:00:00,29601000.0,29734000.0,29287000.0,29432000.0,4743.68642573,139972789625.38974
2023-02-04 09:00:00,29432000.0,29650000.0,29349000.0,29420000.0,2924.16282953,86210318404.66524
2023-02-05 09:00:00,29398000.0,29528000.0,28827000.0,28990000.0,4235.89074629,123824105226.63141
2023-02-06 09:00:00,28990000.0,29439000.0,28650000.0,29222000.0,12169.80778483,354107452220.50305
2023-02-07 09:00:00,29225000.0,29561000.0,29017000.0,29452000.0,16246.13827362,475483962009.79865
2023-02-08 09:00:00,29452000.0,29591000.0,28940000.0,29303000.0,9798.40627898,288002402545.5411
2023-02-09 09:00:00,29303000.0,29400000.0,28135000.0,28193000.0,12573.15274824,362646648145.8505
2023-02-10 09:00:00,28193000.0,28350000.0,27916000.0,28120000.0,5826.76054517,163802667790.51492
2023-02-11 09:00:00,28145000.0,28379000.0,28057000.0,28377000.0,4616.92676125,130207021603.15524
2023-02-12 09:00:00,28360000.0,28490000.0,28141000.0,28263000.0,3940.50334157,111502012918.171
2023-02-13 09:00:00,28264000.0,28379000.0,27910000.0,28309000.0,5446.98588992,153338937834.53485
2023-02-14 09:00:00,28334000.0,28850000.0,27950000.0,28798000.0,8113.17147525,229702639496.75797
2023-02-15 09:00:00,28782000.0,31400000.0,28611000.0,31186000.0,12911.88082878,381237572340.11993
2023-02-16 09:00:00,31183000.0,32458000.0,30400000.0,30451000.0,12781.37026202,403862542932.8076
2023-02-17 09:00:00,30466000.0,32090000.0,30278000.0,31641000.0,9141.33783666,284422010354.79816
2023-02-18 09:00:00,31641000.0,32014000.0,31498000.0,31789000.0,5267.64033206,167371218399.19144
2023-02-19 09:00:00,31789000.0,32370000.0,31400000.0,31435000.0,8172.91625373,260367151132.84616
2023-02-20 09:00:00,31434000.0,32148000.0,31000000.0,31883000.0,8070.98678492,255795954183.13324
2023-02-21 09:00:00,31883000.0,32600000.0,31510000.0,31736000.0,9416.92852949,301631314333.7034
2023-02-22 09:00:00,31751000.0,31850000.0,30900000.0,31619000.0,7731.25766663,242632365969.1632
2023-02-23 09:00:00,31638000.0,31999000.0,30960000.0,31398000.0,6836.96402152,215198235910.08054
2023-02-24 09:00:00,31400000.0,31485000.0,30560000.0,30877000.0,6775.08622994,210550547313.70023
2023-02-25 09:00:00,30868000.0,31000000.0,30291000.0,30959000.0,4719.68489555,144553236870.77463
2023-02-26 09:00:00,30959000.0,31384000.0,30710000.0,31279000.0,3065.82030173,94938741700.01143
2023-02-27 09:00:00,31279000.0,31654000.0,30890000.0,31255000.0,4718.97425586,147494109455.84756
2023-02-28 09:00:00,31255000.0,31323000.0,30904000.0,31024000.0,3593.40757255,111816782275.1296
2023-03-01 09:00:00,31024000.0,31600000.0,30805000.0,31106000.0,4532.68487609,141609641287.4045
2023-03-02 09:00:00,31106000.0,31284000.0,30800000.0,31109000.0,4579.43771609,142038558936.3464
2023-03-03 09:00:00,31109000.0,31135000.0,29508000.0,29709000.0,7298.81785293,218343539031.64386
2023-03-04 09:00:00,29710000.0,29907000.0,29638000.0,29838000.0,2222.29120474,66213470510.92855
2023-03-05 09:00:00,29837000.0,30097000.0,29650000.0,29982000.0,2189.45390953,65484864544.84753
2023-03-06 09:00:00,29982000.0,30066000.0,29638000.0,29769000.0,2405.78623199,71803338819.88358
2023-03-07 09:00:00,29769000.0,29978000.0,29250000.0,29579000.0,7624.3543545,227062074248.05887
2023-03-08 09:00:00,29579000.0,29660000.0,29000000.0,29023000.0,5501.29398149,161634502890.82196
2023-03-09 09:00:00,29018000.0,29320000.0,27415000.0,27604000.0,9841.87622634,280760039643.61127
2023-03-10 09:00:00,27604000.0,27605000.0,26707000.0,27343000.0,9730.63224025,263312710191.7824
2023-03-11 09:00:00,27341000.0,28023000.0,26870000.0,27737000.0,6228.73937386,171121003248.74008
2023-03-12 09:00:00,27722000.0,29300000.0,27167000.0,29199000.0,6122.0855742,171678983728.68433
2023-03-13 09:00:00,29190000.0,32000000.0,28855000.0,31676000.0,13888.83820988,423405493346.776
2023-03-14 09:00:00,31676000.0,34469000.0,31579000.0,32490000.0,17872.07887712,587877889909.5271
2023-03-15 09:00:00,32491000.0,33500000.0,32000000.0,32511000.0,11093.60434797,362915591045.45746
2023-03-16 09:00:00,32505000.0,33455000.0,32307000.0,33335000.0,6814.43349526,224269789230.2731
2023-03-17 09:00:00,33309000.0,36649000.0,33300000.0,36207000.0,15037.60037165,527068991134.9828
2023-03-18 09:00:00,36207000.0,36649000.0,35500000.0,35767000.0,9300.23174069,336519633509.68085
2023-03-19 09:00:00,35760000.0,37526000.0,35657000.0,37233000.0,7991.51626721,291635366580.8047
2023-03-20 09:00:00,37228000.0,37838000.0,36217000.0,37295000.0,10244.52549002,380937300370.1099
2023-03-21 09:00:00,37294000.0,37634000.0,36500000.0,37221000.0,8735.63835041,324509962964.26984
2023-03-22 09:00:00,37202000.0,38400000.0,35584000.0,36372000.0,10824.6208617,401966237352.42035
2023-03-23 09:00:00,36372000.0,37660000.0,35930000.0,37274000.0,7303.53058862,267745523158.197
2023-03-24 09:00:00,37268000.0,37599000.0,36304000.0,36749000.0,6250.39620254,232253434843.6531
2023-03-25 09:00:00,36750000.0,36969000.0,36510000.0,36750000.0,2977.38039843,109275081736.50278
2023-03-26 09:00:00,36750000.0,37432000.0,36632000.0,37160000.0,3091.03957658,114387729254.38882
2023-03-27 09:00:00,37156000.0,37282000.0,35444000.0,36110000.0,6840.88977652,249875271589.22964
2023-03-28 09:00:00,36124000.0,36220000.0,35230000.0,36026000.0,5170.6862286,184980826507.75577
2023-03-29 09:00:00,36020000.0,37750000.0,36006000.0,37401000.0,6442.79756739,239192644749.08286
2023-03-30 09:00:00,37402000.0,38424000.0,36800000.0,37157000.0,7063.16532492,266205274097.5543
2023-03-31 09:00:00,37157000.0,37771000.0,36596000.0,37540000.0,5856.70049497,218147431537.82828
2023-04-01 09:00:00,37540000.0,37950000.0,37449000.0,37585000.0,2923.33995312,110077447102.04233
2023-04-02 09:00:00,37596000.0,37700000.0,37000000.0,37301000.0,3827.71480818,143258083412.21802
2023-04-03 09:00:00,37296000.0,37768000.0,36378000.0,36814000.0,5344.45562792,198293264588.4846
2023-04-04 09:00:00,36814000.0,37552000.0,36660000.0,37205000.0,3443.09664449,127944475381.00664
2023-04-05 09:00:00,37207000.0,37804000.0,36948000.0,37139000.0,4804.31754606,179846638163.42435
2023-04-06 09:00:00,37139000.0,37211000.0,36800000.0,37058000.0,3265.19567389,120836048137.67725
2023-04-07 09:00:00,37058000.0,37200000.0,36890000.0,36993000.0,2191.38552697,81178209965.33653
2023-04-08 09:00:00,36993000.0,37249000.0,36930000.0,37080000.0,3044.98722943,113009710987.63667
2023-04-09 09:00:00,37064000.0,37576000.0,36878000.0,37313000.0,3846.31215562,142853508974.9475
2023-04-10 09:00:00,37331000.0,39183000.0,37255000.0,38985000.0,6752.314109,256656019241.78787
2023-04-11 09:00:00,38981000.0,40260000.0,38903000.0,40004000.0,8105.88458258,321712753050.3061
2023-04-12 09:00:00,40005000.0,40610000.0,39567000.0,39699000.0,10654.2856421,426143578387.0856
2023-04-13 09:00:00,39694000.0,40198000.0,39689000.0,39911000.0,5171.072562,206204734897.69592
2023-04-14 09:00:00,39912000.0,40333000.0,39470000.0,39804000.0,5561.14402059,222612318707.21445
2023-04-15 09:00:00,39804000.0,39999000.0,39752000.0,39800000.0,1938.56058099,77290046948.21619
2023-04-16 09:00:00,39800000.0,39981000.0,39600000.0,39607000.0,2393.49528179,95129039158.06377
2023-04-17 09:00:00,39612000.0,39673000.0,38506000.0,38700000.0,5420.85725888,211322564966.88364
2023-04-18 09:00:00,38700000.0,39847000.0,38251000.0,39630000.0,4976.83151258,195160536131.7183
2023-04-19 09:00:00,39637000.0,39719000.0,38181000.0,38300000.0,6118.4824719,238289754029.4149
2023-04-20 09:00:00,38300000.0,38572000.0,37400000.0,37672000.0,5515.28188385,209814128286.94632
2023-04-21 09:00:00,37672000.0,37779000.0,36108000.0,36337000.0,5934.6195108,219819426308.00406
2023-04-22 09:00:00,36337000.0,37318000.0,36055000.0,37182000.0,3716.22462639,135958058418.51756
2023-04-23 09:00:00,37182000.0,37198000.0,36524000.0,36802000.0,1942.10468086,71532980980.62617
2023-04-24 09:00:00,36802000.0,37297000.0,36200000.0,36750000.0,3663.66031754,134682438925.48883
2023-04-25 09:00:00,36750000.0,38123000.0,36359000.0,37877000.0,4364.40529023,161727492892.94626
2023-04-26 09:00:00,37877000.0,39850000.0,36749000.0,38017000.0,9856.33566991,379352444364.5263
2023-04-27 09:00:00,38020000.0,39730000.0,37959000.0,39258000.0,6531.80659225,254468276014.8507
2023-04-28 09:00:00,39271000.0,39500000.0,38711000.0,39083000.0,3370.00926689,131889232337.99864
2023-04-29 09:00:00,39083000.0,39247000.0,38943000.0,39072000.0,874.92257844,34203482411.77646
